"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LINC00433",686.90358738782,2.8952807411428,0.517502242262206,7.68254047203236,1.55964246069694e-14,8.26280579802694e-12
"LINC01121",1472.62588293815,3.06187077564345,0.510987261126492,7.67618142852954,1.6390095107851e-14,8.50674045650832e-12
"ADIPOR1",2115.55655023164,-2.31371364390895,0.303221271888438,-7.67397673218245,1.66744340865893e-14,8.50674045650832e-12
"ZDHHC19",77.4976206597315,3.50936942729807,0.472350087273581,7.64971673430451,2.0142251876139e-14,1.00890708533773e-11
"LINC00887",1412.94477178213,3.0321914562963,0.511360902222216,7.64137315874798,2.14917185998261e-14,1.05727742090466e-11
"SNCA",1927.53660391394,-3.07890605487723,0.408293008519464,-7.62617568773214,2.41820218947824e-14,1.16875530031467e-11
"LINC01850",1014.21625389639,3.04969868663608,0.514423237763385,7.54268800055437,4.60381709227734e-14,2.18673374267497e-11
"SLC6A8",119.429522540041,-2.76793849333875,0.371908744356279,-7.51278029838581,5.78846277522399e-14,2.70281967787535e-11
"TAGLN3",810.424225972581,3.15889946758157,0.506298094671328,7.49600076834684,6.57944052733858e-14,3.02095011812751e-11
"FBXO7",2132.17789169486,-2.53587446212766,0.341753545837785,-7.48110922770631,7.36978914977045e-14,3.32836592273813e-11
"LOC105376425",493.171987087588,2.66858719136916,0.523589053943273,7.475215827906,7.70772466080342e-14,3.42484043033021e-11
"CREBL2",221.609383649766,-1.18423158120042,0.158900581129614,-7.44719346212646,9.53467533489061e-14,4.16937731430002e-11
"HBA1",71689.6196501846,-2.84842052544044,0.394530159603667,-7.35700838450001,1.88077540496497e-13,8.04080385614666e-11
"PLK5",1098.52735931523,2.57829128154582,0.524514684796777,7.3558490431567,1.89717322098636e-13,8.04080385614666e-11
"TMEM200B",121.654175131016,-2.7236305564279,0.374228667056594,-7.33445058874143,2.22632884724459e-13,9.2928990019305e-11
"LOC105370345",1764.4856066985,3.02853181999044,0.503323256076605,7.32995258359942,2.30234176377664e-13,9.46674824631085e-11
"SEZ6L2",369.015839685897,3.31610713497595,0.496762529819809,7.32645034174988,2.36328706398288e-13,9.57444048906828e-11
"LOC105369872",759.094779376065,2.58509219196482,0.523924674618577,7.32025308683837,2.47503718878864e-13,9.74459252698445e-11
"SMPD3",169.575353144634,-3.17142779273034,0.436604570574531,-7.31936457737991,2.49147864446486e-13,9.74459252698445e-11
"MICAL2",782.526116208972,-2.55054700651381,0.351430255659822,-7.31829560268175,2.51140175474934e-13,9.74459252698445e-11
"LOC101927020",385.34945257776,2.92041531588118,0.518385290485831,7.26644215066755,3.69079164775326e-13,1.41218915422159e-10
"LOC101929705",830.418927150113,3.0731123486774,0.457802028313279,7.2157146638773,5.36514514326742e-13,2.02471758290239e-10
"ANKRD22",308.902154957311,2.51595568654794,0.353437258736415,7.14323922699601,9.11567732478898e-13,3.39361884622448e-10
"LOC105375719",1013.4949894938,2.85738638068981,0.515312645488555,7.13717521469086,9.52683777838107e-13,3.49939805275493e-10
"LOC100288866",1217.00355884776,3.04629258863322,0.491866046969875,7.11866701040637,1.08975833183738e-12,3.9502305636563e-10
"TIMM10",127.455653969587,1.84026788472429,0.258887004064989,7.11099706466138,1.15207590564287e-12,4.1218881979942e-10
"LOC105377998",1074.79164075504,2.93896353187879,0.506947281693039,7.09613308569405,1.28295937980761e-12,4.53131384029743e-10
"TRIM58",2165.6422715569,-2.63834266189491,0.375929284867308,-7.08323530282076,1.40827250925242e-12,4.87085616838316e-10
"SLC14A1",136.645466218244,-2.46250252317917,0.350191879163886,-7.08262839592278,1.41445603641022e-12,4.87085616838316e-10
"BATF2",89.9582545408568,2.25098259723842,0.320164826568068,7.04933385479904,1.79776346690337e-12,6.06713972827227e-10
"RTN1",203.828050135127,-2.91328591356237,0.411830692774298,-7.04870596361227,1.80589298238893e-12,6.06713972827227e-10
"HIPK1-AS1",1211.30900651122,2.97255370130322,0.496298477208206,7.04333959453182,1.87686042118597e-12,6.19640484708439e-10
"HBA2",66027.7720016562,-2.74842463688048,0.398027602643561,-7.0424155464167,1.88935354152633e-12,6.19640484708439e-10
"LOC105378653",422.912351237452,3.10438134722765,0.482740806564515,7.03798745758731,1.95036239064084e-12,6.32123923526642e-10
"TUBB2A",122.244705662097,-2.93175058501582,0.41857745016613,-7.0251353857068,2.13858778646032e-12,6.85069243362738e-10
"HOTS",754.816059149581,3.03688450543567,0.485706486203638,7.02168064605358,2.19215144462696e-12,6.94156093655496e-10
"LINC01093",1136.87818721986,2.91476134430726,0.50756790586101,7.01672158993951,2.27134559828437e-12,7.11060225990183e-10
"SLC22A11",1087.26295647518,2.76860449055711,0.5176040063464,6.99992773292416,2.56094570083645e-12,7.92713405756668e-10
"VEGFD",1314.29993638976,2.82967212517542,0.511555046173722,6.99701615864892,2.61471140770707e-12,8.0018096515974e-10
"FRRS1L",1082.03342191556,2.50173535602857,0.525467722617411,6.99549914681715,2.64316192346497e-12,8.0018096515974e-10
"LOC105370178",956.428498016417,1.71691207384022,0.246116083088359,6.97828049433754,2.98814623551522e-12,8.94787398284878e-10
"TMOD1",207.332673079341,-2.20136785615259,0.319830486224951,-6.9218172430333,4.4588625929061e-12,1.32083016744054e-09
"LINC01456",996.516260205792,2.98410684799731,0.480633792997478,6.91770396540244,4.59022232309337e-12,1.33245145992647e-09
"BAG1",561.901756132535,-2.41018396889219,0.347956739987334,-6.91756188146204,4.59482698802188e-12,1.33245145992647e-09
"GATA4",1485.75014201021,2.78495223338042,0.511049615321888,6.91495348581922,4.68016911518235e-12,1.34306228077249e-09
"CBLN2",1578.06274664236,2.88347321808318,0.509279422760805,6.91218123817,4.77257552359106e-12,1.35546065050938e-09
"DUSP6",496.114954210883,-2.2623151702222,0.329058950457309,-6.90172761071763,5.13738737679865e-12,1.4432404738498e-09
"BCL2L1",1465.62375216949,-2.20167386233051,0.320973851004658,-6.90037827961548,5.18642444049259e-12,1.4432404738498e-09
"LOC105371084",1764.01106887963,-2.21944261863037,0.323585156254601,-6.89831890225747,5.26215154835025e-12,1.44967013005501e-09
"GUK1",345.66978445828,-1.80984198669442,0.264338488806481,-6.85984957914269,6.89330933897802e-12,1.88023543544065e-09
"NR2E1",760.149608712103,2.75699266072447,0.516168059342205,6.85633754970864,7.06483344364254e-12,1.90812839744028e-09
"LOC107985961",2279.32617156589,2.8387168503696,0.50270518642123,6.84048403288252,7.89260446278554e-12,2.11100349849785e-09
"LOC107987122",2077.0402537966,2.8808779949438,0.493709322786282,6.82264202084066,8.93811924898417e-12,2.36765622298332e-09
"LOC107986907",288.63629793556,2.7101323069149,0.520143637076376,6.81237330196047,9.60015958470326e-12,2.51880758475229e-09
"FCER1A",15.8372097150362,-2.78735466354006,0.406308700778701,-6.80562836420405,1.00609124611035e-11,2.6147931829334e-09
"LOC105372521",17.1150657330169,-1.86753673562187,0.27582970825908,-6.76912202903474,1.29566229032723e-11,3.33590658282476e-09
"LINC00558",479.266187306248,2.84219646425817,0.514788652671306,6.76305904713524,1.35108139664395e-11,3.44638346260594e-09
"FECH",536.287390423356,-2.48280578742427,0.371890063669137,-6.75489748025687,1.42936289399606e-11,3.61261636391719e-09
"GSPT1",1853.48385724735,-2.14667554913729,0.320277822662479,-6.74143348348984,1.56831531545593e-11,3.92777442049959e-09
"CCDC113",4030.74384770794,2.77768659976961,0.501891501514584,6.73232464911782,1.66973559703659e-11,4.14410323988838e-09
"PRSS33",19.625479128126,-3.34019973799446,0.523217816057958,-6.73094098882887,1.68569327948885e-11,4.14635394255699e-09
"TSIX",204.915058958552,2.07065054287927,0.530602586308595,6.72794391134114,1.72077222275494e-11,4.19518176678548e-09
"YOD1",1212.04234352621,-2.548944394939,0.383766200206181,-6.71502646805831,1.88032086013595e-11,4.54394380490222e-09
"MXI1",988.46620632054,-2.38709687693477,0.351680668460123,-6.71056466097817,1.93872711173166e-11,4.63479702799571e-09
"BACE2",140.898580287294,-2.53897068191257,0.379848932511444,-6.70960164987594,1.95156432265237e-11,4.63479702799571e-09
"LOC101929319",345.368143046588,2.73152730919004,0.411331419602683,6.69058318342722,2.22282961530277e-11,5.23390880957059e-09
"LINC00376",2314.20818464361,2.78871490120016,0.500718115381866,6.68825964800779,2.25840183495516e-11,5.27260272467625e-09
"PID1",1029.432314307,-2.50286634193732,0.371958345306721,-6.68690895432873,2.27933583007223e-11,5.27675821703024e-09
"IFI6",685.687302922077,1.79976041035012,0.271319379244988,6.68111416349535,2.37132399261076e-11,5.44396705603614e-09
"LOC107984015",755.590198082794,2.67523924899964,0.517743254820216,6.67551037413886,2.46373234579039e-11,5.6093687929074e-09
"C9orf78",765.618782437216,-2.13676445121004,0.322195989471725,-6.67279784907094,2.50971992889615e-11,5.66723560009509e-09
"FKBP8",1248.59906820408,-2.13574835412229,0.321906437634085,-6.67028309832731,2.55310449159225e-11,5.71833135275405e-09
"LOC105377923",48.5723861378493,-2.63770332498963,0.393189658781689,-6.64982436751981,2.93442968479016e-11,6.47850918303635e-09
"NCAN",582.73075058337,2.84018697139665,0.506972156366279,6.64956829999226,2.93953917702837e-11,6.47850918303635e-09
"LINC01179",1537.21708933893,2.64697086527232,0.514687533314255,6.64497835019316,3.03261647765022e-11,6.63059931291951e-09
"EPSTI1",3861.76879488761,1.62744376360696,0.245103853042949,6.64343448350885,3.0645673538285e-11,6.64769811264735e-09
"NCOA4",2053.27307957755,-1.90915956277232,0.289320960514486,-6.6266381835134,3.43417994202829e-11,7.39126743929198e-09
"LOC107984559",618.871760326299,2.8587150305573,0.503311744802938,6.62004139783749,3.59098289178017e-11,7.66883625470170e-09
"LINC02016",741.679729101261,2.80791950765329,0.502611770726698,6.60512489187403,3.97182360229261e-11,8.41690526304301e-09
"SPATC1",52.3450503863289,2.93813960353172,0.454539872191737,6.59313166036584,4.30644345043771e-11,9.05635195542813e-09
"ADCYAP1R1",1615.00267931947,2.53051594787387,0.519502332762014,6.58545089263426,4.53506972484564e-11,9.4648966552858e-09
"LOC101929866",120.401437980981,-3.02435690854999,0.47310016457601,-6.56405706499715,5.23631473242548e-11,1.08462582378639e-08
"LOC107986952",992.210427325133,2.75902036911149,0.50467116707367,6.55433164615201,5.58916293265312e-11,1.14907350471389e-08
"MX1",2216.45040847626,1.51624339619906,0.232565985705181,6.54557692602824,5.92661413174631e-11,1.20942439048503e-08
"IL5RA",143.341802632063,-3.03233731904156,0.468353612487886,-6.54080870901953,6.11870539712366e-11,1.23944275724529e-08
"GPR146",62.0715613796605,-2.52394349345854,0.388232749265758,-6.53306656854791,6.44364854683344e-11,1.28755621816717e-08
"LOC105375035",51.5621119322776,2.4215792862729,0.370395411656682,6.53218713302458,6.48160973217734e-11,1.28755621816717e-08
"LOC440292",312.840677076297,2.85121865902351,0.515053047874207,6.53184502540923,6.49643596229399e-11,1.28755621816717e-08
"CYSLTR2",223.424009051063,-2.98384587031145,0.462404368601637,-6.5192766885564,7.0647230899776e-11,1.39018611718423e-08
"LAG3",57.4485253618209,2.0001725659806,0.30745609177011,6.51548853135438,7.24534593026901e-11,1.41561726973745e-08
"LOC107986335",739.553254388999,2.53063634209357,0.520764733311304,6.49559998883979,8.27031361483954e-11,1.60449908292405e-08
"LOC100129940",710.104376803866,-2.82045704121373,0.432395651827658,-6.49328323154762,8.39855783989494e-11,1.61798510441445e-08
"LOC105371985",427.601028872044,2.8575372685476,0.494976067595771,6.48228714369435,9.03424904668664e-11,1.72836477074424e-08
"TMEM215",760.740509482403,2.64624778077578,0.512081049840271,6.46054525230762,1.04326389196156e-10,1.97456055642442e-08
"DMTN",1134.97897127489,-2.40526204060341,0.37640056088998,-6.46008417497046,1.04644757064853e-10,1.97456055642442e-08
"TNFAIP6",417.60664409997,2.60132155555205,0.405931667665356,6.45215895322052,1.1026783068765e-10,2.06650916164222e-08
"LINC02211",2649.4734027714,2.7421634332132,0.494182226315204,6.44622781682428,1.14668260201969e-10,2.12645246882379e-08
"SLC26A8",235.016268208991,2.12096821052926,0.330199293937248,6.44577637882995,1.1501013389043e-10,2.12645246882379e-08
"PTGDR2",41.1406026657489,-2.77073793843701,0.432499716578785,-6.44328409697754,1.16915546690778e-10,2.14727093052283e-08
"LINC01028",596.746630569599,2.74409317135275,0.505397483090505,6.41358336336553,1.42138332205538e-10,2.57717484710775e-08
"NEK5",1180.5493953178,2.75808983558185,0.48298949626813,6.41352357053007,1.4219411839282e-10,2.57717484710775e-08
"BLVRB",155.882173181832,-2.16863869756959,0.338945970064394,-6.40460458155336,1.50759586162997e-10,2.71455937202902e-08
"IFI44L",1910.21672914357,2.08705217956538,0.327909091982137,6.40271417554578,1.52638784647598e-10,2.73054927159524e-08
"LOC105369391",297.834369479702,2.88535593719914,0.496508342215813,6.387266456713,1.68877234949189e-10,3.00154770684852e-08
"LOC105377626",16.9606167547063,2.59990789518912,0.401556449206302,6.38208086648639,1.74697663090599e-10,3.08509353877109e-08
"MYL4",125.125722894794,-2.32639374538461,0.370302412033898,-6.37866768652491,1.78635179619677e-10,3.134535390664e-08
"C11orf53",936.751225801688,2.39506444279414,0.524296217775256,6.37571669180625,1.82109299153854e-10,3.1752715711326e-08
"LINC00640",1358.44736973281,2.73761364857383,0.488379865149663,6.37257404003664,1.85881630390425e-10,3.22066228655712e-08
"DOCK4-AS1",77.6111951136444,1.92211331240916,0.30284381688961,6.36238094495714,1.98650005273705e-10,3.42038062205331e-08
"LOC105378841",2020.33948839332,1.64405667539791,0.259300789620269,6.35572340722578,2.07448007999552e-10,3.54968023129171e-08
"IFITM10",153.690817778503,2.71408120248726,0.427042637567777,6.34995810501879,2.15373573947081e-10,3.66254727695564e-08
"LOC107984220",3824.78643177111,2.6720057623607,0.496838679421585,6.34556372844355,2.21612433768529e-10,3.74552204778478e-08
"MCEMP1",174.48489205498,2.70411938209377,0.434879270067952,6.32138971983597,2.59221343011086e-10,4.35444437720269e-08
"MBNL3",1655.56220525144,-2.00605376869941,0.320325958122619,-6.32025868675784,2.61125803383855e-10,4.35985136813443e-08
"ALB",23.7505033143389,2.76912493749699,0.479888074645935,6.31838759490459,2.64306435080603e-10,4.38637227712984e-08
"ANO1",551.035669196214,2.72168739057377,0.483321281544283,6.27192224985944,3.56617660724303e-10,5.85813894650029e-08
"FBXO6",33.6107737373203,1.47427409608812,0.234814076324226,6.27164974460522,3.57242492653835e-10,5.85813894650029e-08
"ADCY6",803.158857119147,2.68448891924803,0.500935986824367,6.26951714214416,3.62169424409718e-10,5.90379022074753e-08
"ACTN2",539.882541534823,2.71037433864528,0.489519014683513,6.25465037952758,3.98407409601435e-10,6.45630925124114e-08
"CCRL2",82.1008983613249,2.32306284630174,0.374448219434144,6.24555709594598,4.22292234822542e-10,6.80335016206211e-08
"MICALCL",153.471636568781,-2.28998248466231,0.369709765899832,-6.23665343807552,4.4703082923752e-10,7.16003041550259e-08
"CMPK2",477.38868402531,1.76210081379628,0.283593501057209,6.22769644959774,4.73343030834863e-10,7.50104104747601e-08
"RSAD2",2015.3110198773,2.25736515907912,0.365237869335987,6.22755608796818,4.73767157523259e-10,7.50104104747601e-08
"IFI44",1328.87892320393,1.90675179014918,0.308031455491566,6.20605572422473,5.43309202416989e-10,8.54781066468317e-08
"PLPPR5",890.470961853568,2.65302958713953,0.497862936876096,6.20525384209321,5.46086855052539e-10,8.54781066468317e-08
"FRZB",532.833656061937,2.53650548222705,0.518114537026348,6.19017653082659,6.0096872722537e-10,9.35372173239079e-08
"IQCA1",2471.81845346642,2.65322144247489,0.492792053201243,6.18899932597948,6.05473421980523e-10,9.37089174277609e-08
"CNPPD1",150.925891027183,-1.5978242770071,0.259041006874101,-6.18274582940385,6.29961005396156e-10,9.69541661321715e-08
"SLC4A1",1153.79398932589,-2.37596470202718,0.390770198497202,-6.17609051647781,6.57083246717586e-10,1.00566590910126e-07
"LOC107986116",185.570276744076,2.56686219704391,0.522113315477112,6.16468814044709,7.06221844805342e-10,1.07490086201891e-07
"ITGA7",58.4953143843428,2.68534034220778,0.442893167128659,6.15827809919365,7.35401343269205e-10,1.11316327503974e-07
"ADAM2",1559.93298954061,2.53801476035878,0.50901936621746,6.15571065764479,7.474157276497e-10,1.12516698803397e-07
"LOC105374545",34.1302286471661,2.86920203366223,0.474202720043546,6.14708622707891,7.89192320203161e-10,1.1816010450694e-07
"TUBB2B",71.3898944050558,-2.54711599979962,0.41541189589548,-6.1386259629647,8.32382965463655e-10,1.2395307197599e-07
"INPP1",101.422979361472,-2.06875165379632,0.33976953327146,-6.10459917478433,1.03058982885447e-09,1.52643651586623e-07
"DHRS2",331.450315538896,2.53914239454915,0.514439634824622,6.08038519973216,1.19894167192105e-09,1.76629112939856e-07
"FBXO15",983.37374346309,2.5593478059878,0.507143683374922,6.07662998913107,1.22734518074217e-09,1.79851768001416e-07
"CD177",639.820677712703,2.82724454616141,0.498914927540759,6.06877434590002,1.28890091936056e-09,1.87872653055365e-07
"USP18",119.684791210871,1.99002244289399,0.331232040785111,6.05879139928298,1.37148111971668e-09,1.98857544037236e-07
"FAM104A",495.099371620999,-1.73369289723674,0.287956049215647,-6.05274496769125,1.42398215850695e-09,2.05388924003706e-07
"FGB",22.0711434381775,3.20074402547444,0.493864172491882,6.03778216863327,1.56246788986597e-09,2.24189728634987e-07
"BSG",421.534724577292,-1.94505644120511,0.323330307839007,-6.03324066144254,1.60703806189495e-09,2.29390111746859e-07
"LOC105372325",380.302189741256,2.62171309161785,0.504563471478869,6.03105879898656,1.62888902872889e-09,2.31310638414702e-07
"LOC105378314",822.575639215452,2.60047258122543,0.488448136685226,6.0271585312071,1.66867309371267e-09,2.35745000300976e-07
"PHOSPHO1",204.815221376293,-1.99344979788987,0.334828288312032,-6.02369444907208,1.70480071279404e-09,2.39620177738587e-07
"MIR2052HG",234.898563130661,-1.098930728287,0.183033635100317,-6.00734286394239,1.88588433678538e-09,2.63727043624875e-07
"GBP1",1787.18737249283,1.60638815797859,0.268502672215094,6.00034550610913,1.96898112969907e-09,2.73956874454947e-07
"LOC105376219",1702.08385537875,2.52342088948394,0.462157021163921,5.99626266406478,2.01910343660857e-09,2.79518997864972e-07
"DNAH17",357.021808362887,1.96444861377102,0.329643029444098,5.99537653350671,2.03014490804982e-09,2.79642310359323e-07
"HRASLS5",23.9961698424413,-2.65221980581847,0.44633056409349,-5.97052830884899,2.36486543517225e-09,3.24127750614728e-07
"LOC105377124",625.462246885579,2.55294670659609,0.469610206590504,5.96757104085499,2.40811451509736e-09,3.28421518695134e-07
"CDC34",236.436931414635,-1.84666241949449,0.312049772335055,-5.92928448502157,3.04257557254417e-09,4.12905982502558e-07
"LOC105375392",107.061832914336,2.03258242553806,0.346864979080565,5.92801552074651,3.06617523439213e-09,4.14068929079749e-07
"RAB44",77.0321401033967,-2.44198953206008,0.414646278463636,-5.90734943744309,3.47655815738981e-09,4.6719853989235e-07
"LOC105374264",59.9830324582644,2.46606299394779,0.421073911809421,5.89889835168903,3.65936576461585e-09,4.89377997327194e-07
"SHARPIN",75.9466991177452,-1.58541336084191,0.269814248193839,-5.8869497009514,3.93388372246314e-09,5.23548611933029e-07
"VNN1",762.269320571332,2.27824894938611,0.39062043215933,5.86989339078668,4.36075456550287e-09,5.77569363101147e-07
"LOC105370150",404.826447850939,2.47436976485229,0.5127153086323,5.86830982661753,4.40259985535018e-09,5.80321643134173e-07
"LOC101927854",45.962820284011,-2.36233563593286,0.401910289331884,-5.86517771471489,4.48651905401922e-09,5.88567206757978e-07
"LOC105373575",165.88044999265,2.61848935779839,0.512873032964409,5.86279999818031,4.55126300548213e-09,5.94231016767901e-07
"LIPM",59.2478899841057,2.37572475338597,0.407746314631768,5.85890818731171,4.65920184336953e-09,6.05454488598996e-07
"CLC",227.283981669259,-2.77652405474125,0.491212830168045,-5.85247358855277,4.84315175691353e-09,6.26403698362492e-07
"LOC105374949",489.624075886063,2.5034014987929,0.505916852697215,5.84498678121308,5.06608494068454e-09,6.52175579583731e-07
"LOC105377225",413.74013422696,-2.79527861271415,0.487737974730286,-5.83983081487403,5.22538593520026e-09,6.69554219203869e-07
"LOC105375277",300.099839228491,2.53335831340967,0.513748769215,5.83503942486584,5.37778496734239e-09,6.85891657709794e-07
"LOC107986307",1176.78717852876,2.48455455172803,0.496501282346378,5.82762520318893,5.62216677885366e-09,7.13756094887739e-07
"LOC105370770",390.955269892991,2.41095025820513,0.5191155776989,5.8255413957135,5.69277458523411e-09,7.19404802975296e-07
"LOC107986405",996.739961476778,2.11813422991724,0.52775751404312,5.82265691675081,5.79193755813193e-09,7.28054594509836e-07
"CENPO",154.682589959949,2.02599574034711,0.34828760444077,5.82201947827209,5.81407712774198e-09,7.28054594509836e-07
"SGK1",376.774547895226,-1.67414991151396,0.287697337321496,-5.81885093105851,5.92535477916915e-09,7.38631668829552e-07
"STMND1",284.003049525637,2.46864832741303,0.51538189807526,5.81482873743683,6.06959948745418e-09,7.53204487747185e-07
"LINC02227",1045.22990388019,2.43554455073897,0.506759573396514,5.8034915931182,6.49480107426142e-09,8.02355492353488e-07
"CHAF1A",544.550730178357,-1.69071084478746,0.292890080047456,-5.79562561499926,6.80669573621464e-09,8.37132414450791e-07
"LOC107985386",15.5044985062808,2.83384694431362,0.487697396923486,5.79193994747686,6.95780227076112e-09,8.51913310031991e-07
"ASPA",182.887664572869,2.49608818600937,0.516478755862238,5.78539024433105,7.23441834243212e-09,8.81862791662224e-07
