"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"THAP4",76.4526596125784,0.45855573544905,0.267499043949608,1.68019785220648,0.0929188271014181,0.166087174843927
"LOC105373191",1.04821462437006,1.67697352133655,0.908879476026286,1.68017550128808,0.0929231744338584,0.166087174843927
"AKR1B15",2.7026749139944,1.15982701204453,0.611171620862043,1.68002672386421,0.0929521163278468,0.166119753662747
"LINC02118",1.80117285229114,1.38898040480728,0.758644777179096,1.68002461569847,0.0929525264844524,0.166119753662747
"LOC101927877",27.0560751635781,0.598439489394993,0.329661909316649,1.67988137532506,0.092980398182509,0.166157435358837
"LOC105370640",1.43681230643742,2.86355225773281,0.817650200294546,-1.67985907201486,0.0929847385619369,0.166157435358837
"MYPOP",25.2218058151638,0.589688504242458,0.344369397447444,1.6797003454965,0.0930156325444818,0.166202696298968
"CARNMT1",233.960527811198,-0.419216436651984,0.247911754661557,-1.67908997566746,0.0931345095835164,0.166405152779642
"LOC107984673",2.4935766350051,-1.24256919694666,0.744779010947644,-1.67897160283409,0.0931575782600014,0.166429094644556
"TICAM1",81.5169926618247,0.542181640788199,0.329448258025468,1.67896402641779,0.093159054919573,0.166429094644556
"POSTN",7.21872832613966,1.69845361904254,0.74786446241131,1.67878878820833,0.0931932144594582,0.166480162090664
"MICALL2",23.0114263832081,0.829556338659464,0.447410921596187,1.67875091702822,0.0932005980861668,0.166483393853901
"FAM196B",1587.78574895125,-0.591464933826658,0.338106048849717,-1.67868139028146,0.0932141547227135,0.166497651363268
"LOC105376988",5.44264548083895,0.805150454628805,0.493074960048729,1.67845682668006,0.0932579519492694,0.1665659192013
"DPH3",101.294218406403,0.513428617256449,0.302609616191713,1.67842314155849,0.0932645230706557,0.166567694145744
"LOC105373346",7.49124240314855,-1.21493654575301,0.761020700471268,-1.67786203946173,0.0933740346480997,0.166753306509926
"LINC01633",7.59561029356046,0.950654029207051,0.615504577378211,1.67774959132445,0.0933959938129324,0.166782549343651
"MIR1200",1.13144326181902,-1.29911491941893,0.761024124901709,-1.67733912942166,0.093476185049353,0.166915770792163
"LBX2-AS1",6.76415642627318,1.04060624837506,0.565675096615842,1.67725567521562,0.0934924961094411,0.166934915479401
"ATP5MF",108.813941598732,0.565165045418552,0.326480103080186,1.67719072331451,0.0935051924883886,0.166947604093126
"BTN2A2",99.8155367732568,0.345296176255412,0.210288648899095,1.67715795512081,0.0935115983285921,0.166949060502356
"LOC107985847",3.16403441684792,1.65994130600515,0.807381686049718,1.67701642559531,0.0935392699193623,0.166988480850126
"TP73",19.0622492347692,3.69850988410853,0.424463366561963,1.67687066777586,0.0935677750841959,0.167029384512224
"KRBA1",14.0898133968869,0.55417445108456,0.318148991189179,1.67663685149494,0.093613515978897,0.167101049232548
"ADPRH",57.035192111718,0.57674660503049,0.33282399786489,1.67650992582834,0.0936383536400832,0.167135395138721
"LOC102724158",8.41061878221603,3.33781951655358,0.396185392359811,1.67638344423796,0.0936631096595855,0.167169591225932
"LOC107986244",1.02221647711156,-1.63940984981023,0.939135153895517,-1.67616164110977,0.0937065354715862,0.167237103015353
"LOC105379123",4.52562047048807,0.96986648830871,0.576191599544082,1.67608113609156,0.0937223011718953,0.16725524496556
"LINC00929",1.47254482935255,1.93455020011569,0.869219159845909,1.67552577222483,0.0938311188252944,0.167439433778526
"LOC105372310",234.344016507226,0.450457891283829,0.268336318858049,1.6752715951801,0.0938809559074339,0.167512654149148
"BRD9",158.453536147493,-0.380104631145038,0.227816774592274,-1.6752592924847,0.0938833686639359,0.167512654149148
"LOC107985349",1.38909422649479,4.72148667128574,0.889189632436148,1.6751216732275,0.0939103614038591,0.167550806101096
"LOC105379147",5.05674460553511,1.29680018537622,0.635450197799723,1.67500991993393,0.0939322853537731,0.167579910519142
"ATP5MC2",250.096109242469,0.53131980673259,0.30286052033963,1.67470291198985,0.0939925358176254,0.167677383799856
"NDUFA3",22.2079949467463,0.56698554605785,0.327721244980581,1.67465888718791,0.0940011782472104,0.167682785112468
"SUGT1",244.638948994148,-0.399835748757211,0.241860294426751,-1.67460749082676,0.0940112685804839,0.167685186548798
"LOC107987299",38.3498861085358,0.489282668881741,0.292748005890788,1.67459483165195,0.0940137540121573,0.167685186548798
"LOC105378120",28.2805458619708,-0.978337786263221,0.536437426458337,-1.67449559768796,0.0940332388797766,0.167709924105376
"ARSH",2.56658965152776,1.33406104414826,0.76422423248967,1.67437584451055,0.0940567570641731,0.167737959325863
"SNORD86",3.97094487361554,-1.05136356133113,0.594761625455198,-1.67435836102026,0.0940601910206005,0.167737959325863
"NAA40",32.4221223622119,-0.548695192293182,0.322340446154475,-1.67417029873956,0.0940971349490227,0.167793822262513
"CLYBL",170.030234646374,0.535205611628209,0.308242387716496,1.67410232993462,0.0941104899550398,0.167807617320871
"TRN-GTT3-1",2.92766398401848,-1.24922164824641,0.74987439468565,-1.67400448377961,0.0941297181490891,0.167831882538659
"LOC105376088",0.986686213707404,1.42019986840339,0.778321901232805,1.67374642663017,0.0941804452449223,0.16791230357827
"ATP5PB",251.911871436507,-0.514812227248267,0.306682408249581,-1.67369391919656,0.09419076947731,0.16792068591451
"SHMT1",57.2165685783486,0.522599132001544,0.320003200364799,1.6736035101152,0.0942085482172467,0.16794235614565
"CDC42",1527.27066515062,-0.353523356410879,0.210306672934126,-1.67349219107981,0.0942304425476052,0.167971360074265
"LOC107987133",9.8001450522736,1.06190756365785,0.633562871415043,1.67325353332041,0.0942773957231583,0.168045026754528
"IVNS1ABP",2319.90212158155,0.656960115960948,0.420472741813628,1.67293620759551,0.094339854964271,0.168146321825493
"RELT",292.581029032987,-0.486514318174764,0.289216865921721,-1.67263707826222,0.0943987629763767,0.168241275663275
"LINC01389",35.7487975106086,-0.541227441681064,0.292697102537182,-1.67252480066264,0.0944208815904812,0.168270654535131
"SF3A3",307.269271939802,-0.449423328323769,0.267349843033673,-1.67195109626489,0.0945339658353793,0.168462133162695
"KPNA2",166.046166314531,0.59942142305153,0.379587365170869,1.67174442302565,0.0945747302771617,0.16852472074746
"IRF8",222.19480966697,0.515261135102294,0.296810685557762,1.67165896834104,0.0945915895630984,0.168544706300455
"LOC101927572",26.5050237189334,0.429477151178288,0.253937646344486,1.67145801434114,0.0946312451078613,0.16860530575983
"CNOT7",457.783839360248,-0.408636145449337,0.2448079876941,-1.67109874246471,0.0947021757384719,0.168721617755143
"LINC01940",0.842084270164157,4.58273084752863,1.18006675613702,1.67077626776442,0.0947658778217508,0.168825038245442
"LINC00672",12.0573572568226,-0.948799184695203,0.511850713257955,-1.67033428133976,0.0948532441866331,0.168970601707951
"NSG1",22.0312774503777,0.846466623555311,0.478160553311701,1.67021645072483,0.0948765463656364,0.168996726525442
"LOC112268015",2.82089105108447,1.17561177179407,0.755254715521705,1.67014911480904,0.094889864773725,0.168996726525442
"EVL",705.781528852045,-0.378209249651611,0.225999449329791,-1.67014780177005,0.0948901244953239,0.168996726525442
"ZNF516",941.745163979101,-0.611207066145586,0.343167815877305,-1.67014567915859,0.0948905443530934,0.168996726525442
"LOC112268055",7.41951196209135,-0.807110067421781,0.509603001253839,-1.66985983324361,0.0949470989765192,0.169087364993068
"ESPN",66.8228314378806,1.13676344509768,0.523612652306485,-1.66963299367341,0.0949919984081883,0.169157237640006
"NOP56",241.465432305417,0.413108395188628,0.252828554548922,1.66953456098746,0.0950114869477211,0.169181854143435
"TRIM39-RPP21",94.2116578155604,0.850075946959414,0.182528326153948,-1.66945261648325,0.0950277134600282,0.169197619413594
"ALG10B",43.152460860638,0.604932483716529,0.353381189562029,1.66943263015195,0.0950316714563411,0.169197619413594
"NSF",979.854814774398,-0.396067010072814,0.232706957885427,-1.66900105302518,0.0951171711219333,0.169339750554786
"UGDH-AS1",220.329733004451,1.80637599132596,0.26433353265384,1.66896446828224,0.0951244217508599,0.169342564114773
"SNORD28",1.77489425943519,1.19071405932111,0.732259188199578,1.66888630533277,0.095139914132837,0.169359158065191
"SENCR",51.7402523891863,-0.450081864202103,0.269022186333641,-1.66886022088737,0.0951450846816597,0.169359158065191
"TTC39B",198.857483438794,-0.419592568549493,0.251748269134943,-1.66882725130808,0.0951516203475393,0.169360697400278
"MED8",73.0500065767053,0.461647278562419,0.273955956425895,1.66843828624625,0.0952287532950713,0.169487885408659
"IL17REL",12.0945950941394,0.646371000003829,0.67096355144196,1.6676873460508,0.0953778086766438,0.169743057989868
"SMCR8",380.562804850095,-0.286818868140513,0.172221822386073,-1.66749686312745,0.0954156476451986,0.169800281070424
"LOC107986882",1.06646564254717,1.60594822577,0.86425468223353,1.6673479104155,0.0954452451134958,0.169842831753236
"LOC107986426",3.71791667387901,1.09223254422343,0.673778887689658,1.66731897806112,0.0954509949345776,0.169842943501022
"COPZ1",183.140494292637,-0.390421002645502,0.233720496524238,-1.66719336596001,0.0954759614532139,0.1698772468752
"IGKV3D-15",79.9434303836759,-0.921084466753191,0.576984923038052,-1.6668946820854,0.0955353485218826,0.169972785869536
"LINC01943",145.661638025836,0.40849354557072,0.254536598472036,1.66678863114528,0.0955564416570473,0.170000186459029
"COX2",13597.8982287822,-0.781028316393197,0.478165724041302,-1.66659260934543,0.0955954394758022,0.17005943530765
"LOC105378286",461.941807296195,-0.82386326679011,0.46003889241273,-1.66621832753108,0.0956699368659402,0.170181825272578
"FRRS1",79.1830716586157,-0.593402781127155,0.381321208166055,-1.66614633493618,0.0956842716657255,0.170197187212441
"TPM1-AS",7.47596982066113,1.105121985011,0.594268379258985,1.66605680444786,0.09570210092071,0.1702187626703
"INTS9",145.240929045959,-0.39050633040378,0.229470397542245,-1.66569657242284,0.0957738650259611,0.170336260064336
"MED22",26.3182853638859,-0.493923029042158,0.304463699046332,-1.66557301149289,0.095798490302396,0.170369910848631
"HSH2D",236.294336749816,-0.461156391046736,0.271333317745549,-1.66549032871707,0.0958149715311668,0.170389074954049
"CYP4V2",95.4917262372793,-0.51551006782307,0.31926512028684,-1.66536879869083,0.0958392003356779,0.170422013576959
"AKAP5",73.4553212433059,0.681682584874206,0.407319757246188,1.66472575345862,0.0959674825362941,0.170639965822007
"LOC646903",1.33221402914442,0.988190644719081,0.828402233859433,1.66415831729016,0.0960807954671734,0.170831276812951
"CRADD",484.831232609363,0.579759341736884,0.351908501216957,1.66382242441998,0.0961479212992639,0.170940449434606
"PACSIN2",919.854115886374,-0.473148436348704,0.278415261034359,-1.66374902732159,0.0961625941893658,0.170956359037169
"FKBP9",28.9660073210339,0.475456667640771,0.291989602737277,1.66359881083163,0.0961926297103633,0.170999576565476
"LOC107986662",0.955598551907324,-1.40624067670135,0.928579791954915,-1.66348007128088,0.0962163767851912,0.171031610778509
"LOC105374297",4.60093874004366,-0.954519124630656,0.564449488105276,-1.66329100590607,0.0962541982116184,0.171088657873466
"ATG10",318.557777673406,0.383852497530651,0.235890881831729,1.66273142626938,0.0963662085720701,0.171277558710044
"LOC105369313",16.6725110436861,0.872581876210942,0.536496764993612,1.66246524038346,0.0964195272621335,0.171353399378345
"HS3ST3B1",211.966492689506,0.482903899866065,0.303294109501079,1.66246111321511,0.0964203541454241,0.171353399378345
"HRNR",3.841398073188,1.15348380951312,0.85198928789573,1.66201504615453,0.096509757682496,0.171502077424
"LOC107986265",110.226230293478,-0.491719060444663,0.303166371098196,-1.66174475409063,0.0965639635600227,0.171588193712148
"CLPTM1",178.078902700517,-0.412744867549397,0.24691625805886,-1.66163431079116,0.0965861194829034,0.171617352353457
"C16orf46",9.62442805303071,0.656208316999229,0.388548447881994,1.66138655754741,0.0966358358131924,0.171695474838538
"CD37",525.706181233583,-0.437785831939576,0.266581418824384,-1.66125427014163,0.0966623901415783,0.171732437928509
"ZC3H4",227.099539930474,-0.258782338365929,0.156080430863772,-1.66111498421618,0.0966903556051218,0.171771903524297
"MAOB",77.8620107687635,0.659342852417091,0.362892336043951,1.66093247622863,0.0967270088760879,0.171826797530595
"LPP",2474.14077206161,-0.453481640451844,0.267957139019832,-1.66068589711643,0.0967765472677699,0.171904572899063
"LOC100128494",245.716723175656,-0.308528461315886,0.187263560655393,-1.66064435474008,0.0967848952373103,0.171909176654114
"LOC101928084",14.0561028132613,0.609154714901683,0.342172630492728,1.66030458993317,0.096853192832266,0.17202025595811
"MIR544A",1.005417242694,4.06068208240456,1.12777417443645,1.66017752665188,0.0968787442729774,0.172055405430095
"LINC02407",4.86048030757289,1.39668307049805,0.7858810173574,1.65989886822065,0.0969347991980834,0.172144721296947
"TFAP2E",29.0153722749543,0.719539688252967,0.447766162025899,1.65977496589455,0.0969597317165858,0.172178760121051
"LOC102723831",7.92769485965071,3.57822518626793,0.483671880564611,1.65963209955687,0.0969884866753801,0.17221958229147
"SURF4",270.661898916179,-0.57743267108824,0.339467161956421,-1.65936111185119,0.097043047581103,0.17230621973898
"CD27",101.2066953234,-0.651492451295925,0.388093080647659,-1.65922076468215,0.0970713148503559,0.172346163605367
"LOC107986635",7.23582252317841,0.81429674685517,0.516989640261568,1.65910548747746,0.0970945377120725,0.172359668384901
"IGFBP7",91.9242037070129,0.498422281366364,0.294267226522264,1.65909535585131,0.0970965789641352,0.172359668384901
"FUNDC1",68.275692873751,0.613803534695398,0.356093423244721,1.65909287641066,0.0970970785104287,0.172359668384901
"GRIK1-AS2",31.9853487534962,-0.709470505751349,0.42870218253559,-1.65905832367867,0.0971040402497431,0.172359668384901
"PCCA-AS1",17.9347266653613,-0.573868815237392,0.344562030239768,-1.65903977478788,0.0971077776743459,0.172359668384901
"EFL1",236.91197432501,-0.315374426451617,0.192007935970969,-1.65892033871211,0.0971318456592825,0.17239214183244
"SNORA2C",19.3512347183426,0.605043061513273,0.37929330158603,1.65871334129101,0.0971735697355565,0.172455946051367
"ZSCAN9",24.561762243644,1.22224757356838,0.280242705227882,-1.6585080924933,0.0972149554924805,0.172519142300964
"LOC644656",4.71012410579074,0.982681662927592,0.552507504272717,1.65846552587751,0.0972235402622685,0.172522457094617
"SAMSN1",3302.33591795338,0.559951671788682,0.367754026297825,1.65844154540249,0.0972283768745853,0.172522457094617
